,u,i,ts,idx
1331,133,64,3,1331
1332,133,82,3,1332
1333,133,85,3,1333
1334,133,107,3,1334
1335,133,121,3,1335
1336,133,125,3,1336
1337,133,129,3,1337
1338,133,149,3,1338
1339,133,159,3,1339
1340,134,126,3,1340
1341,136,6,3,1341
1342,136,63,3,1342
1343,136,93,3,1343
1344,136,120,3,1344
1345,136,126,3,1345
1346,138,35,3,1346
1347,142,30,3,1347
1348,144,38,3,1348
1349,146,12,3,1349
1350,146,27,3,1350
1351,146,34,3,1351
1352,146,37,3,1352
1353,146,51,3,1353
1354,146,63,3,1354
1355,146,73,3,1355
1356,146,74,3,1356
1357,146,82,3,1357
1358,146,94,3,1358
1359,146,107,3,1359
1360,147,5,3,1360
1361,147,73,3,1361
1362,147,74,3,1362
1363,148,126,3,1363
1364,149,6,3,1364
1365,149,107,3,1365
1366,149,133,3,1366
1367,151,23,3,1367
1368,151,33,3,1368
1369,151,74,3,1369
1370,151,177,3,1370
1371,152,9,3,1371
1372,153,72,3,1372
1373,153,74,3,1373
1374,153,107,3,1374
1375,155,110,3,1375
1376,155,165,3,1376
1377,157,107,3,1377
1378,158,25,3,1378
1379,158,33,3,1379
1380,158,108,3,1380
1381,158,170,3,1381
1382,159,107,3,1382
1383,159,133,3,1383
1384,161,23,3,1384
1385,161,33,3,1385
1386,161,74,3,1386
1387,161,94,3,1387
1388,162,110,3,1388
1389,165,110,3,1389
1390,165,155,3,1390
1391,169,110,3,1391
1392,169,172,3,1392
1393,170,98,3,1393
1394,170,158,3,1394
1395,170,177,3,1395
1396,171,62,3,1396
1397,171,115,3,1397
1398,171,174,3,1398
1399,172,50,3,1399
1400,172,169,3,1400
1401,174,62,3,1401
1402,174,107,3,1402
1403,174,115,3,1403
1404,174,171,3,1404
1405,176,126,3,1405
1406,177,23,3,1406
1407,177,103,3,1407
1408,177,151,3,1408
1409,177,170,3,1409
1410,183,15,3,1410
1411,183,28,3,1411
1412,1,39,4,1412
1413,2,78,4,1413
1414,4,41,4,1414
1415,4,51,4,1415
1416,4,78,4,1416
1417,5,51,4,1417
1418,5,107,4,1418
1419,6,50,4,1419
1420,6,63,4,1420
1421,6,107,4,1421
1422,6,115,4,1422
1423,6,126,4,1423
1424,6,174,4,1424
1425,7,32,4,1425
1426,7,94,4,1426
1427,9,20,4,1427
1428,9,30,4,1428
1429,9,48,4,1429
1430,9,91,4,1430
1431,9,152,4,1431
1432,10,116,4,1432
1433,12,37,4,1433
1434,12,63,4,1434
1435,13,30,4,1435
1436,13,55,4,1436
1437,14,130,4,1437
1438,15,39,4,1438
1439,16,47,4,1439
1440,16,62,4,1440
1441,16,93,4,1441
1442,16,118,4,1442
1443,16,120,4,1443
1444,16,126,4,1444
1445,17,81,4,1445
1446,17,88,4,1446
1447,18,40,4,1447
1448,18,121,4,1448
1449,20,9,4,1449
1450,20,152,4,1450
1451,21,133,4,1451
1452,23,107,4,1452
1453,23,161,4,1453
1454,25,98,4,1454
1455,27,63,4,1455
1456,27,107,4,1456
1457,27,153,4,1457
1458,28,183,4,1458
1459,29,50,4,1459
1460,29,106,4,1460
1461,30,9,4,1461
1462,30,13,4,1462
1463,30,91,4,1463
1464,30,119,4,1464
1465,30,129,4,1465
1466,30,183,4,1466
1467,32,7,4,1467
1468,32,77,4,1468
1469,32,86,4,1469
1470,33,37,4,1470
1471,34,63,4,1471
1472,34,73,4,1472
1473,34,133,4,1473
1474,34,146,4,1474
1475,36,41,4,1475
1476,36,78,4,1476
1477,36,169,4,1477
1478,37,12,4,1478
1479,37,33,4,1479
1480,37,38,4,1480
1481,37,50,4,1481
1482,37,92,4,1482
1483,37,123,4,1483
1484,37,172,4,1484
1485,38,37,4,1485
1486,38,92,4,1486
1487,39,1,4,1487
1488,39,15,4,1488
1489,39,116,4,1489
1490,39,118,4,1490
1491,39,126,4,1491
1492,39,130,4,1492
1493,40,18,4,1493
1494,40,121,4,1494
1495,41,4,4,1495
1496,41,36,4,1496
1497,41,78,4,1497
1498,41,80,4,1498
1499,41,101,4,1499
1500,41,127,4,1500
1501,41,130,4,1501
1502,47,16,4,1502
1503,47,116,4,1503
1504,47,126,4,1504
1505,48,9,4,1505
1506,48,152,4,1506
1507,49,107,4,1507
1508,50,6,4,1508
1509,50,29,4,1509
1510,50,37,4,1510
1511,50,115,4,1511
1512,50,171,4,1512
1513,50,172,4,1513
1514,50,174,4,1514
1515,51,4,4,1515
1516,51,5,4,1516
1517,51,63,4,1517
1518,51,82,4,1518
1519,51,107,4,1519
1520,55,13,4,1520
1521,57,69,4,1521
1522,61,126,4,1522
1523,62,16,4,1523
1524,62,126,4,1524
1525,62,132,4,1525
1526,62,148,4,1526
1527,62,171,4,1527
1528,63,6,4,1528
1529,63,12,4,1529
1530,63,27,4,1530
1531,63,34,4,1531
1532,63,51,4,1532
1533,63,73,4,1533
1534,63,82,4,1534
1535,63,107,4,1535
1536,63,136,4,1536
1537,63,146,4,1537
1538,69,57,4,1538
1539,72,147,4,1539
1540,72,153,4,1540
1541,73,34,4,1541
1542,73,63,4,1542
1543,73,123,4,1543
1544,73,146,4,1544
1545,77,32,4,1545
1546,78,2,4,1546
1547,78,4,4,1547
1548,78,36,4,1548
1549,78,41,4,1549
1550,78,80,4,1550
1551,78,82,4,1551
1552,78,101,4,1552
1553,78,169,4,1553
1554,80,41,4,1554
1555,80,78,4,1555
1556,81,17,4,1556
1557,82,51,4,1557
1558,82,63,4,1558
1559,82,78,4,1559
1560,82,84,4,1560
1561,82,107,4,1561
1562,82,126,4,1562
1563,82,133,4,1563
1564,82,147,4,1564
1565,84,82,4,1565
1566,84,179,4,1566
1567,85,133,4,1567
1568,86,32,4,1568
1569,88,17,4,1569
1570,89,126,4,1570
1571,90,130,4,1571
1572,91,9,4,1572
1573,91,30,4,1573
1574,91,152,4,1574
1575,92,37,4,1575
1576,92,38,4,1576
1577,93,16,4,1577
1578,93,120,4,1578
1579,93,126,4,1579
1580,93,129,4,1580
1581,94,7,4,1581
1582,95,98,4,1582
1583,95,100,4,1583
1584,95,170,4,1584
1585,98,25,4,1585
1586,98,95,4,1586
1587,98,103,4,1587
1588,98,108,4,1588
1589,98,113,4,1589
1590,98,124,4,1590
1591,98,158,4,1591
1592,98,170,4,1592
1593,100,95,4,1593
1594,101,41,4,1594
1595,101,78,4,1595
1596,102,126,4,1596
1597,103,98,4,1597
1598,103,124,4,1598
1599,103,158,4,1599
1600,103,177,4,1600
1601,106,29,4,1601
1602,107,5,4,1602
1603,107,6,4,1603
1604,107,23,4,1604
1605,107,27,4,1605
1606,107,49,4,1606
1607,107,51,4,1607
1608,107,63,4,1608
1609,107,82,4,1609
1610,107,128,4,1610
1611,107,153,4,1611
1612,108,98,4,1612
1613,108,124,4,1613
1614,108,158,4,1614
1615,110,155,4,1615
1616,110,162,4,1616
1617,110,165,4,1617
1618,110,169,4,1618
1619,113,98,4,1619
1620,113,124,4,1620
1621,113,170,4,1621
1622,115,6,4,1622
1623,115,50,4,1623
1624,115,171,4,1624
1625,115,174,4,1625
1626,116,10,4,1626
1627,116,39,4,1627
1628,116,47,4,1628
1629,116,118,4,1629
1630,116,126,4,1630
1631,116,157,4,1631
1632,116,159,4,1632
1633,116,176,4,1633
1634,118,16,4,1634
1635,118,39,4,1635
1636,118,116,4,1636
1637,118,126,4,1637
1638,118,134,4,1638
1639,119,30,4,1639
1640,119,126,4,1640
1641,120,16,4,1641
1642,120,93,4,1642
1643,120,126,4,1643
1644,120,132,4,1644
1645,121,18,4,1645
1646,121,40,4,1646
1647,123,37,4,1647
1648,123,73,4,1648
1649,124,98,4,1649
1650,124,103,4,1650
1651,124,108,4,1651
1652,124,113,4,1652
1653,124,158,4,1653
1654,124,170,4,1654
1655,125,133,4,1655
1656,126,6,4,1656
1657,126,16,4,1657
1658,126,39,4,1658
1659,126,47,4,1659
1660,126,61,4,1660
1661,126,62,4,1661
1662,126,82,4,1662
1663,126,89,4,1663
1664,126,93,4,1664
1665,126,102,4,1665
1666,126,116,4,1666
1667,126,118,4,1667
1668,126,119,4,1668
1669,126,120,4,1669
1670,126,132,4,1670
1671,126,134,4,1671
1672,126,136,4,1672
1673,126,176,4,1673
1674,127,41,4,1674
1675,128,107,4,1675
1676,129,30,4,1676
1677,129,93,4,1677
1678,130,14,4,1678
1679,130,39,4,1679
1680,130,41,4,1680
1681,130,90,4,1681
1682,132,62,4,1682
1683,132,120,4,1683
1684,132,126,4,1684
1685,132,134,4,1685
1686,133,21,4,1686
1687,133,34,4,1687
1688,133,82,4,1688
1689,133,85,4,1689
1690,133,125,4,1690
1691,133,149,4,1691
1692,133,183,4,1692
1693,134,118,4,1693
1694,134,126,4,1694
1695,134,132,4,1695
1696,136,63,4,1696
1697,136,126,4,1697
1698,146,34,4,1698
1699,146,63,4,1699
1700,146,73,4,1700
1701,147,72,4,1701
1702,147,82,4,1702
1703,147,153,4,1703
1704,147,183,4,1704
1705,148,62,4,1705
1706,149,133,4,1706
1707,151,177,4,1707
1708,152,9,4,1708
1709,152,20,4,1709
1710,152,48,4,1710
1711,152,91,4,1711
1712,153,27,4,1712
1713,153,72,4,1713
1714,153,107,4,1714
1715,153,147,4,1715
1716,155,110,4,1716
1717,155,162,4,1717
1718,155,165,4,1718
1719,155,169,4,1719
1720,157,116,4,1720
1721,158,98,4,1721
1722,158,103,4,1722
1723,158,108,4,1723
1724,158,124,4,1724
1725,158,170,4,1725
1726,158,177,4,1726
1727,159,116,4,1727
1728,161,23,4,1728
1729,162,110,4,1729
1730,162,155,4,1730
1731,162,165,4,1731
1732,162,169,4,1732
1733,165,110,4,1733
1734,165,155,4,1734
1735,165,162,4,1735
1736,165,169,4,1736
1737,169,36,4,1737
1738,169,78,4,1738
1739,169,110,4,1739
1740,169,155,4,1740
1741,169,162,4,1741
1742,169,165,4,1742
1743,169,172,4,1743
1744,170,95,4,1744
1745,170,98,4,1745
1746,170,113,4,1746
1747,170,124,4,1747
1748,170,158,4,1748
1749,171,50,4,1749
1750,171,62,4,1750
1751,171,115,4,1751
1752,171,174,4,1752
1753,172,37,4,1753
1754,172,50,4,1754
1755,172,169,4,1755
1756,174,6,4,1756
1757,174,50,4,1757
1758,174,115,4,1758
1759,174,171,4,1759
1760,176,116,4,1760
1761,176,126,4,1761
1762,177,103,4,1762
1763,177,151,4,1763
1764,177,158,4,1764
1765,179,84,4,1765
1766,183,28,4,1766
1767,183,30,4,1767
1768,183,133,4,1768
1769,183,147,4,1769
1770,1,153,5,1770
1771,2,78,5,1771
1772,2,154,5,1772
1773,4,41,5,1773
1774,4,78,5,1774
1775,4,153,5,1775
1776,5,74,5,1776
1777,5,78,5,1777
1778,5,107,5,1778
1779,5,128,5,1779
1780,5,153,5,1780
1781,6,16,5,1781
1782,6,63,5,1782
1783,6,82,5,1783
1784,6,107,5,1784
1785,6,115,5,1785
1786,6,126,5,1786
1787,7,35,5,1787
1788,7,94,5,1788
1789,7,153,5,1789
1790,9,13,5,1790
1791,9,91,5,1791
1792,10,78,5,1792
1793,10,80,5,1793
1794,10,116,5,1794
1795,10,153,5,1795
1796,12,34,5,1796
1797,12,63,5,1797
1798,13,9,5,1798
1799,13,30,5,1799
1800,13,91,5,1800
1801,14,130,5,1801
1802,16,6,5,1802
1803,17,157,5,1803
1804,18,121,5,1804
1805,18,153,5,1805
1806,21,35,5,1806
1807,21,153,5,1807
1808,23,108,5,1808
1809,23,151,5,1809
1810,23,158,5,1810
1811,23,161,5,1811
1812,23,177,5,1812
1813,25,98,5,1813
1814,25,108,5,1814
1815,25,124,5,1815
1816,25,158,5,1816
1817,27,74,5,1817
1818,27,128,5,1818
1819,27,146,5,1819
1820,27,153,5,1820
1821,29,50,5,1821
1822,29,106,5,1822
1823,29,115,5,1823
1824,29,172,5,1824
1825,30,13,5,1825
1826,32,44,5,1826
1827,32,77,5,1827
1828,32,86,5,1828
1829,32,153,5,1829
1830,33,57,5,1830
1831,33,98,5,1831
1832,33,170,5,1832
1833,33,177,5,1833
1834,34,12,5,1834
1835,34,63,5,1835
1836,34,73,5,1836
1837,34,107,5,1837
1838,34,146,5,1838
1839,35,7,5,1839
1840,35,21,5,1840
1841,35,76,5,1841
1842,35,149,5,1842
1843,36,41,5,1843
1844,36,78,5,1844
1845,36,80,5,1845
1846,36,153,5,1846
1847,37,57,5,1847
1848,37,74,5,1848
1849,37,82,5,1849
1850,37,107,5,1850
1851,37,128,5,1851
1852,37,153,5,1852
1853,38,92,5,1853
1854,39,116,5,1854
1855,39,126,5,1855
1856,39,153,5,1856
1857,40,121,5,1857
1858,40,153,5,1858
1859,41,4,5,1859
1860,41,36,5,1860
1861,41,78,5,1861
1862,41,80,5,1862
1863,41,101,5,1863
1864,41,127,5,1864
1865,41,130,5,1865
1866,41,153,5,1866
1867,43,45,5,1867
1868,43,153,5,1868
1869,44,32,5,1869
1870,45,43,5,1870
1871,45,78,5,1871
1872,45,153,5,1872
1873,47,116,5,1873
1874,47,126,5,1874
1875,47,153,5,1875
1876,47,174,5,1876
1877,49,106,5,1877
1878,49,107,5,1878
1879,49,153,5,1879
1880,49,159,5,1880
1881,50,29,5,1881
1882,50,92,5,1882
1883,50,115,5,1883
1884,50,172,5,1884
1885,51,74,5,1885
1886,51,82,5,1886
1887,51,107,5,1887
1888,51,128,5,1888
1889,51,146,5,1889
1890,51,153,5,1890
1891,53,153,5,1891
1892,54,153,5,1892
1893,57,33,5,1893
1894,57,37,5,1894
1895,57,69,5,1895
1896,57,74,5,1896
1897,57,128,5,1897
1898,57,153,5,1898
1899,61,126,5,1899
1900,61,153,5,1900
1901,62,126,5,1901
1902,62,148,5,1902
1903,62,153,5,1903
1904,62,171,5,1904
1905,63,6,5,1905
1906,63,12,5,1906
1907,63,34,5,1907
1908,63,73,5,1908
1909,63,136,5,1909
1910,63,146,5,1910
1911,63,148,5,1911
1912,64,153,5,1912
1913,68,153,5,1913
1914,69,57,5,1914
1915,69,74,5,1915
1916,69,128,5,1916
1917,70,153,5,1917
1918,73,34,5,1918
1919,73,63,5,1919
1920,73,74,5,1920
1921,73,82,5,1921
1922,73,89,5,1922
1923,73,94,5,1923
1924,73,128,5,1924
1925,73,146,5,1925
1926,73,153,5,1926
1927,74,5,5,1927
1928,74,27,5,1928
1929,74,37,5,1929
1930,74,51,5,1930
1931,74,57,5,1931
1932,74,69,5,1932
1933,74,73,5,1933
1934,74,82,5,1934
1935,74,94,5,1935
1936,74,105,5,1936
1937,74,107,5,1937
1938,74,128,5,1938
1939,74,147,5,1939
1940,74,153,5,1940
1941,74,161,5,1941
1942,75,153,5,1942
1943,76,35,5,1943
1944,76,153,5,1944
1945,77,32,5,1945
1946,77,153,5,1946
1947,78,2,5,1947
1948,78,4,5,1948
1949,78,5,5,1949
1950,78,10,5,1950
1951,78,36,5,1951
1952,78,41,5,1952
1953,78,45,5,1953
1954,78,80,5,1954
1955,78,82,5,1955
1956,78,101,5,1956
1957,78,126,5,1957
1958,78,127,5,1958
1959,78,153,5,1959
1960,80,10,5,1960
1961,80,36,5,1961
1962,80,41,5,1962
1963,80,78,5,1963
1964,80,84,5,1964
1965,80,101,5,1965
1966,80,127,5,1966
1967,80,153,5,1967
1968,82,6,5,1968
1969,82,37,5,1969
1970,82,51,5,1970
1971,82,73,5,1971
1972,82,74,5,1972
1973,82,78,5,1973
1974,82,84,5,1974
1975,82,107,5,1975
1976,82,126,5,1976
1977,82,128,5,1977
1978,82,133,5,1978
1979,82,146,5,1979
1980,82,153,5,1980
1981,82,157,5,1981
1982,82,159,5,1982
1983,84,80,5,1983
1984,84,82,5,1984
1985,84,179,5,1985
1986,85,133,5,1986
1987,85,153,5,1987
1988,86,32,5,1988
1989,86,153,5,1989
1990,89,73,5,1990
1991,89,126,5,1991
1992,89,153,5,1992
1993,90,130,5,1993
1994,90,153,5,1994
1995,91,9,5,1995
1996,91,13,5,1996
1997,92,38,5,1997
1998,92,50,5,1998
1999,92,172,5,1999
2000,93,126,5,2000
2001,93,153,5,2001
2002,94,7,5,2002
2003,94,73,5,2003
2004,94,74,5,2004
2005,94,128,5,2005
2006,94,146,5,2006
2007,94,153,5,2007
2008,94,161,5,2008
2009,95,98,5,2009
2010,95,100,5,2010
2011,95,170,5,2011
2012,98,25,5,2012
2013,98,33,5,2013
2014,98,95,5,2014
2015,98,103,5,2015
2016,98,108,5,2016
2017,98,113,5,2017
2018,98,124,5,2018
2019,98,158,5,2019
2020,98,170,5,2020
2021,98,177,5,2021
2022,99,155,5,2022
2023,100,95,5,2023
2024,100,153,5,2024
2025,101,41,5,2025
2026,101,78,5,2026
2027,101,80,5,2027
2028,101,153,5,2028
2029,102,126,5,2029
2030,102,153,5,2030
2031,103,98,5,2031
2032,103,124,5,2032
2033,103,177,5,2033
2034,105,74,5,2034
2035,106,29,5,2035
2036,106,49,5,2036
2037,106,153,5,2037
2038,107,5,5,2038
2039,107,6,5,2039
2040,107,34,5,2040
2041,107,37,5,2041
2042,107,49,5,2042
2043,107,51,5,2043
2044,107,74,5,2044
2045,107,82,5,2045
2046,107,123,5,2046
2047,107,128,5,2047
2048,107,133,5,2048
2049,107,146,5,2049
2050,107,153,5,2050
2051,108,23,5,2051
2052,108,25,5,2052
2053,108,98,5,2053
2054,108,124,5,2054
2055,108,158,5,2055
2056,110,155,5,2056
2057,110,162,5,2057
2058,110,165,5,2058
2059,110,169,5,2059
2060,113,98,5,2060
2061,113,124,5,2061
2062,113,128,5,2062
2063,115,6,5,2063
2064,115,29,5,2064
2065,115,50,5,2065
2066,115,171,5,2066
2067,115,174,5,2067
2068,116,10,5,2068
2069,116,39,5,2069
2070,116,47,5,2070
2071,116,118,5,2071
2072,116,126,5,2072
2073,116,153,5,2073
2074,116,157,5,2074
2075,116,159,5,2075
2076,116,176,5,2076
2077,118,116,5,2077
2078,118,126,5,2078
2079,120,126,5,2079
2080,121,18,5,2080
2081,121,40,5,2081
2082,121,153,5,2082
2083,123,107,5,2083
2084,124,25,5,2084
2085,124,98,5,2085
2086,124,103,5,2086
2087,124,108,5,2087
2088,124,113,5,2088
2089,125,153,5,2089
2090,126,6,5,2090
2091,126,39,5,2091
2092,126,47,5,2092
2093,126,61,5,2093
2094,126,62,5,2094
2095,126,78,5,2095
2096,126,82,5,2096
2097,126,89,5,2097
2098,126,93,5,2098
2099,126,102,5,2099
2100,126,116,5,2100
2101,126,118,5,2101
2102,126,120,5,2102
2103,126,132,5,2103
2104,126,134,5,2104
2105,126,136,5,2105
2106,126,157,5,2106
2107,126,172,5,2107
2108,126,176,5,2108
2109,127,41,5,2109
2110,127,78,5,2110
2111,127,80,5,2111
2112,127,153,5,2112
2113,128,5,5,2113
2114,128,27,5,2114
2115,128,37,5,2115
2116,128,51,5,2116
2117,128,57,5,2117
2118,128,69,5,2118
2119,128,73,5,2119
2120,128,74,5,2120
2121,128,82,5,2121
2122,128,94,5,2122
2123,128,107,5,2123
2124,128,113,5,2124
2125,128,147,5,2125
2126,128,153,5,2126
2127,128,161,5,2127
2128,130,14,5,2128
2129,130,41,5,2129
2130,130,90,5,2130
2131,130,153,5,2131
2132,132,126,5,2132
2133,133,82,5,2133
2134,133,85,5,2134
2135,133,107,5,2135
2136,133,146,5,2136
2137,133,147,5,2137
2138,133,183,5,2138
2139,134,126,5,2139
2140,136,63,5,2140
2141,136,126,5,2141
2142,138,153,5,2142
2143,146,27,5,2143
2144,146,34,5,2144
2145,146,51,5,2145
2146,146,63,5,2146
2147,146,73,5,2147
2148,146,82,5,2148
2149,146,94,5,2149
2150,146,107,5,2150
2151,146,133,5,2151
2152,147,74,5,2152
2153,147,128,5,2153
2154,147,133,5,2154
2155,147,153,5,2155
2156,148,62,5,2156
2157,148,63,5,2157
2158,149,35,5,2158
2159,149,153,5,2159
2160,151,23,5,2160
2161,151,153,5,2161
2162,151,161,5,2162
2163,151,177,5,2163
2164,153,1,5,2164
2165,153,4,5,2165
2166,153,5,5,2166
2167,153,7,5,2167
2168,153,10,5,2168
2169,153,18,5,2169
2170,153,21,5,2170
2171,153,27,5,2171
2172,153,32,5,2172
2173,153,36,5,2173
2174,153,37,5,2174
2175,153,39,5,2175
2176,153,40,5,2176
2177,153,41,5,2177
2178,153,43,5,2178
2179,153,45,5,2179
2180,153,47,5,2180
2181,153,49,5,2181
2182,153,51,5,2182
2183,153,53,5,2183
2184,153,54,5,2184
2185,153,57,5,2185
2186,153,61,5,2186
2187,153,62,5,2187
2188,153,64,5,2188
2189,153,68,5,2189
2190,153,70,5,2190
2191,153,73,5,2191
2192,153,74,5,2192
2193,153,75,5,2193
2194,153,76,5,2194
2195,153,77,5,2195
2196,153,78,5,2196
2197,153,80,5,2197
2198,153,82,5,2198
2199,153,85,5,2199
2200,153,86,5,2200
2201,153,89,5,2201
2202,153,90,5,2202
2203,153,93,5,2203
2204,153,94,5,2204
2205,153,100,5,2205
2206,153,101,5,2206
2207,153,102,5,2207
2208,153,106,5,2208
2209,153,107,5,2209
2210,153,116,5,2210
2211,153,121,5,2211
2212,153,125,5,2212
2213,153,127,5,2213
2214,153,128,5,2214
2215,153,130,5,2215
2216,153,138,5,2216
2217,153,147,5,2217
2218,153,149,5,2218
2219,153,151,5,2219
2220,153,156,5,2220
2221,153,157,5,2221
2222,153,159,5,2222
2223,153,161,5,2223
2224,153,175,5,2224
2225,153,183,5,2225
2226,154,2,5,2226
2227,155,99,5,2227
2228,155,110,5,2228
2229,155,162,5,2229
2230,155,165,5,2230
2231,155,169,5,2231
2232,156,153,5,2232
2233,157,17,5,2233
2234,157,82,5,2234
2235,157,116,5,2235
2236,157,126,5,2236
2237,157,153,5,2237
2238,157,159,5,2238
2239,158,23,5,2239
2240,158,25,5,2240
2241,158,98,5,2241
2242,158,108,5,2242
2243,158,161,5,2243
2244,158,170,5,2244
2245,158,177,5,2245
2246,159,49,5,2246
2247,159,82,5,2247
2248,159,116,5,2248
2249,159,153,5,2249
2250,159,157,5,2250
2251,161,23,5,2251
2252,161,74,5,2252
2253,161,94,5,2253
2254,161,128,5,2254
2255,161,151,5,2255
2256,161,153,5,2256
2257,161,158,5,2257
2258,161,177,5,2258
2259,162,110,5,2259
2260,162,155,5,2260
2261,162,165,5,2261
2262,162,169,5,2262
2263,165,110,5,2263
2264,165,155,5,2264
2265,165,162,5,2265
2266,165,169,5,2266
2267,169,110,5,2267
2268,169,155,5,2268
2269,169,162,5,2269
2270,169,165,5,2270
2271,169,172,5,2271
2272,170,33,5,2272
2273,170,95,5,2273
2274,170,98,5,2274
2275,170,158,5,2275
2276,171,62,5,2276
2277,171,115,5,2277
2278,171,174,5,2278
2279,172,29,5,2279
2280,172,50,5,2280
2281,172,92,5,2281
2282,172,126,5,2282
2283,172,169,5,2283
2284,174,47,5,2284
2285,174,115,5,2285
2286,174,171,5,2286
2287,175,153,5,2287
2288,176,116,5,2288
2289,176,126,5,2289
2290,177,23,5,2290
2291,177,33,5,2291
2292,177,98,5,2292
2293,177,103,5,2293
2294,177,151,5,2294
2295,177,158,5,2295
2296,177,161,5,2296
2297,179,84,5,2297
2298,183,133,5,2298
2299,183,153,5,2299
2300,1,70,6,2300
2301,1,88,6,2301
2302,2,154,6,2302
2303,4,41,6,2303
2304,4,80,6,2304
2305,4,107,6,2305
2306,5,51,6,2306
2307,5,74,6,2307
2308,5,107,6,2308
2309,5,128,6,2309
2310,6,50,6,2310
2311,6,63,6,2311
2312,6,82,6,2312
2313,6,84,6,2313
2314,6,89,6,2314
2315,6,107,6,2315
2316,6,115,6,2316
2317,6,126,6,2317
2318,6,132,6,2318
2319,6,136,6,2319
2320,6,174,6,2320
2321,7,76,6,2321
2322,8,33,6,2322
2323,8,69,6,2323
2324,9,20,6,2324
2325,9,48,6,2325
2326,9,91,6,2326
2327,9,152,6,2327
2328,10,45,6,2328
2329,10,84,6,2329
2330,12,37,6,2330
2331,12,57,6,2331
2332,12,63,6,2332
2333,12,69,6,2333
2334,12,123,6,2334
2335,12,172,6,2335
2336,13,30,6,2336
2337,14,130,6,2337
2338,15,70,6,2338
2339,16,93,6,2339
2340,17,88,6,2340
2341,20,9,6,2341
2342,20,91,6,2342
2343,21,35,6,2343
2344,21,133,6,2344
2345,21,183,6,2345
2346,22,69,6,2346
2347,23,33,6,2347
2348,23,74,6,2348
2349,23,151,6,2349
2350,23,158,6,2350
2351,23,161,6,2351
2352,23,177,6,2352
2353,25,98,6,2353
2354,25,108,6,2354
2355,25,124,6,2355
2356,25,158,6,2356
2357,27,51,6,2357
2358,27,63,6,2358
2359,27,74,6,2359
2360,28,183,6,2360
2361,29,50,6,2361
2362,29,106,6,2362
2363,30,13,6,2363
2364,30,91,6,2364
2365,32,86,6,2365
2366,33,8,6,2366
2367,33,23,6,2367
2368,33,57,6,2368
2369,33,95,6,2369
2370,33,98,6,2370
2371,33,108,6,2371
2372,33,151,6,2372
2373,33,158,6,2373
2374,33,161,6,2374
2375,33,170,6,2375
2376,33,177,6,2376
2377,34,63,6,2377
2378,34,73,6,2378
2379,34,82,6,2379
2380,34,107,6,2380
2381,34,146,6,2381
2382,35,21,6,2382
2383,36,41,6,2383
2384,36,78,6,2384
2385,36,132,6,2385
2386,37,12,6,2386
2387,37,38,6,2387
2388,37,57,6,2388
2389,37,74,6,2389
2390,37,172,6,2390
2391,38,37,6,2391
2392,38,69,6,2392
2393,38,133,6,2393
2394,39,70,6,2394
2395,39,118,6,2395
2396,39,130,6,2396
2397,39,132,6,2397
2398,40,121,6,2398
2399,41,4,6,2399
2400,41,36,6,2400
2401,41,78,6,2401
2402,41,80,6,2402
2403,41,90,6,2403
2404,41,101,6,2404
2405,41,127,6,2405
2406,41,132,6,2406
2407,41,183,6,2407
2408,43,70,6,2408
2409,43,127,6,2409
2410,45,10,6,2410
2411,45,84,6,2411
2412,45,132,6,2412
2413,47,61,6,2413
2414,47,62,6,2414
2415,47,126,6,2415
2416,47,132,6,2416
2417,48,9,6,2417
2418,48,91,6,2418
2419,49,126,6,2419
2420,50,6,6,2420
2421,50,29,6,2421
2422,50,115,6,2422
2423,50,172,6,2423
2424,50,174,6,2424
2425,51,5,6,2425
2426,51,27,6,2426
2427,51,57,6,2427
2428,51,74,6,2428
2429,51,82,6,2429
2430,51,128,6,2430
2431,51,161,6,2431
2432,54,132,6,2432
2433,57,12,6,2433
2434,57,33,6,2434
2435,57,37,6,2435
2436,57,51,6,2436
2437,57,69,6,2437
2438,57,74,6,2438
2439,57,94,6,2439
2440,57,123,6,2440
2441,61,47,6,2441
2442,61,62,6,2442
2443,61,118,6,2443
2444,61,126,6,2444
2445,61,132,6,2445
2446,62,47,6,2446
2447,62,61,6,2447
2448,62,93,6,2448
2449,62,115,6,2449
2450,62,126,6,2450
2451,62,132,6,2451
2452,62,171,6,2452
2453,62,174,6,2453
2454,62,176,6,2454
2455,63,6,6,2455
2456,63,12,6,2456
2457,63,27,6,2457
2458,63,34,6,2458
2459,63,73,6,2459
2460,63,136,6,2460
2461,63,146,6,2461
2462,68,70,6,2462
2463,69,8,6,2463
2464,69,12,6,2464
2465,69,22,6,2465
2466,69,38,6,2466
2467,69,57,6,2467
2468,69,74,6,2468
2469,69,112,6,2469
2470,69,123,6,2470
2471,69,172,6,2471
2472,70,1,6,2472
2473,70,15,6,2473
2474,70,39,6,2474
2475,70,43,6,2475
2476,70,68,6,2476
2477,70,75,6,2477
2478,72,74,6,2478
2479,73,34,6,2479
2480,73,63,6,2480
2481,73,74,6,2481
2482,73,94,6,2482
2483,73,128,6,2483
2484,73,146,6,2484
2485,73,151,6,2485
2486,73,161,6,2486
2487,74,5,6,2487
2488,74,23,6,2488
2489,74,27,6,2489
2490,74,37,6,2490
2491,74,51,6,2491
2492,74,57,6,2492
2493,74,69,6,2493
2494,74,72,6,2494
2495,74,73,6,2495
